timestamp,uid,sid,rating
886607744,890,287,4
881177910,688,761,4
891447447,920,49,5
875072674,187,579,5
879542707,150,440,5
880130736,176,885,4
885272696,16,885,4
884326620,781,859,5
885754150,834,512,5
877819353,293,219,4
875560300,451,185,4
875966107,910,165,5
893265239,188,588,5
882074727,300,399,4
888557237,772,225,4
886030831,536,208,4
882078061,300,440,4
891655322,328,328,4
879794265,568,115,4
879304799,860,193,5
877111422,372,398,4
875966927,910,13,5
877132604,899,440,4
879112054,454,169,4
883701800,522,166,5
875272299,144,459,5
891370852,649,114,4
881254239,483,49,5
875659256,542,58,4
879794815,714,933,4
879958902,11,68,5
879112582,454,759,4
880923925,605,97,5
880475187,576,397,4
880167328,878,399,4
890024002,587,165,5
878347598,43,4,4
879448314,789,8,5
885849025,270,199,4
889235367,531,178,5
880179757,887,161,4
879536608,731,1246,4
874778345,639,65,4
879438510,532,375,4
878847740,747,182,4
885921651,938,675,4
884126202,297,466,4
879874388,485,288,4
880142851,436,432,4
885849231,270,627,5
891188367,932,282,4
884064269,69,227,4
875462965,513,375,4
891037708,87,349,5
874963594,620,78,5
891694218,881,506,4
881653973,346,425,4
875384751,117,502,5
877106711,372,395,4
885849140,270,718,4
875653867,91,45,4
884197419,295,639,5
879456438,526,275,4
875509888,206,78,4
878176398,54,78,5
891385190,89,159,5
879439791,414,177,5
891249709,930,420,4
884983888,903,725,4
877886162,9,282,4
885774551,583,245,4
891698726,311,162,5
884364845,310,88,5
874792491,819,234,5
874777948,639,313,5
879119651,13,770,5
883616218,45,148,4
880332089,787,121,4
885412251,18,320,4
875668105,758,201,4
880740461,378,46,5
880132437,17,417,5
883504748,442,335,5
883864908,540,373,5
884113713,200,41,4
880130972,176,627,4
891395602,422,272,5
891208357,750,345,4
879861385,880,950,5
879455635,14,281,4
892776824,550,313,5
875981595,471,774,4
876031765,884,904,4
884921638,245,80,5
880139526,665,494,4
880158861,905,14,5
891208667,838,496,4
879434653,47,352,5
878854051,652,171,5
879362286,7,78,4
876547220,329,225,5
880117285,628,201,5
890083187,808,296,5
874790998,531,1134,4
879966895,127,183,5
885598342,498,253,5
879376079,61,649,4
876064168,495,178,5
889987825,619,893,5
886316797,415,227,4
877399745,390,58,5
884128372,199,556,5
879372455,61,281,4
880167670,878,171,4
891385132,89,352,5
875981158,471,197,4
891628614,252,80,4
880141196,436,417,5
883710948,725,500,4
886122577,263,644,5
883874413,499,418,4
884035936,151,251,5
880167223,878,978,4
877728417,15,398,5
891216875,353,1183,4
881959960,453,121,4
891271792,78,504,5
876534131,646,170,5
891369656,649,597,4
885922040,938,81,4
880126373,116,148,4
891038945,391,482,4
879787917,538,271,4
887743611,392,583,4
880869014,786,129,5
893047208,794,276,4
874873157,505,171,5
889730011,392,371,4
879435785,418,220,4
892528646,805,207,4
879455706,526,49,4
885806823,560,340,4
878437658,821,99,5
876690048,366,547,4
891352136,25,901,4
882388658,804,94,5
883782807,198,113,5
891986609,916,641,4
884585195,140,248,4
880125911,116,253,5
879374640,61,207,4
888528457,645,309,5
891227338,612,1236,4
886833795,934,19,5
875980823,471,140,4
876534041,646,87,4
879439205,414,317,4
879648938,416,706,5
874792436,275,125,4
887927509,473,128,4
887745343,392,277,4
887927509,473,594,4
881398053,384,218,5
880180612,887,151,4
888962577,129,268,5
891905783,10,227,4
881955960,497,588,4
880232752,215,234,5
879561630,458,851,4
878945579,273,821,5
884130014,199,422,5
886484336,386,99,5
875806672,285,285,5
888193081,869,124,5
881958606,453,266,4
883873811,499,468,5
891303638,364,311,4
880078424,865,1027,5
891446623,488,346,5
882347734,349,472,5
879438878,589,134,5
889297640,749,388,4
891447653,488,304,4
884132181,492,538,4
876402978,342,219,4
885606609,641,531,5
879524514,150,596,4
883702125,522,715,4
886287450,705,488,4
884634533,523,124,5
875124024,831,601,5
889568753,449,311,4
874984233,341,464,5
877487213,370,65,4
877533640,285,743,4
890454190,260,242,4
876266741,401,8,4
879647749,416,176,4
881975922,756,619,5
887926872,473,224,4
889180487,238,1053,5
879440774,360,677,4
884992291,344,78,4
878738385,424,169,5
879543592,276,890,4
881179653,556,95,5
876243015,762,280,4
891446488,699,265,5
879899266,544,225,5
879023389,137,148,4
879875818,86,379,5
888206095,58,436,5
882150192,255,661,5
883326958,59,471,4
876250897,129,1208,4
874835218,290,538,4
889907738,183,497,4
880867565,786,285,4
879896141,892,851,4
884749384,319,538,5
876407485,342,183,4
875245077,220,1021,4
884112077,200,1203,4
879795071,714,428,4
877136067,100,114,4
887431908,0,126,5
875502483,941,801,4
886101505,527,642,5
875050559,868,509,5
884795471,543,732,4
879875112,325,97,5
879455043,271,184,5
886472434,253,201,4
879543421,276,99,4
889180169,238,494,5
879441346,802,150,4
889333598,504,589,5
892004409,3,290,5
877104048,372,226,4
888185777,155,177,5
889178762,238,520,5
882396564,449,505,5
879438258,502,279,5
879435415,904,660,5
874786392,275,284,4
891033380,833,420,4
882823395,177,267,4
880568436,665,782,4
879455220,271,207,5
880756224,823,725,4
880037853,71,201,4
876892856,0,167,5
885602656,641,55,4
875216786,129,64,4
880925074,605,519,4
883711550,725,160,4
892678669,55,27,5
882360300,535,261,5
887235605,894,734,4
883864793,499,314,4
883789386,616,180,4
888906655,292,197,4
879795691,714,587,5
888887248,862,648,4
884240629,656,114,4
891033048,833,516,4
875654888,91,216,4
884111217,200,636,4
879547655,256,85,4
887925751,473,204,4
891034444,666,265,5
881367706,191,99,5
891331825,658,592,5
881959238,453,246,4
874792692,275,214,4
875334224,286,219,5
884326584,781,853,4
881726004,911,169,5
880139615,665,235,4
879216529,64,63,5
878856394,446,220,5
878919180,761,507,4
877907092,567,131,5
878941144,845,132,4
877819714,293,118,5
891352384,6,493,5
880387429,921,272,5
891382310,89,266,4
875129791,421,272,5
880036550,71,22,4
875463386,513,150,4
891390316,120,24,5
887737487,209,414,4
876789373,288,668,4
885808796,560,54,4
879735551,902,270,5
885329322,283,300,4
882469250,449,990,4
883326399,59,639,4
876537457,879,352,5
877878688,206,718,4
880866241,876,162,4
889739025,63,235,4
878847239,747,169,5
881694713,803,169,4
879867816,880,212,5
878354966,463,124,5
884403866,95,182,5
874778424,639,228,5
887768445,435,284,4
889966127,506,803,5
879442643,802,418,4
888105364,143,132,5
891204356,838,132,5
888704000,609,114,4
888626199,72,168,5
884131597,492,169,5
875717779,397,512,4
882826944,177,662,4
875297281,278,941,4
877888610,313,490,4
877718168,15,11,5
891369656,649,6,4
879966983,127,636,5
891439243,90,178,5
877975344,669,225,5
892131924,6,546,4
879191621,532,223,4
883349158,716,534,4
880406095,607,1197,5
882814063,852,830,4
879460370,478,270,4
889241280,293,335,4
890024002,587,645,4
882386096,428,261,4
875462568,513,82,5
879468021,302,692,5
878972731,266,230,4
880571006,661,504,4
882377653,449,278,5
880190627,232,118,4
888539425,771,150,5
878143247,605,466,4
891479846,324,720,4
891217274,353,926,4
880923745,605,412,5
875323712,23,415,5
880916010,36,223,5
891384606,658,161,4
891679971,110,298,5
886394730,457,279,5
882961301,581,178,4
875720744,4,432,4
885479301,379,68,4
879989217,242,188,5
882350323,398,71,4
878438754,821,718,4
886895397,608,733,4
891699538,311,1120,5
879454309,124,423,4
880868316,786,182,4
892079237,233,49,4
879138784,153,172,5
876064198,495,243,4
888478822,870,323,4
888887216,862,124,4
877532385,285,417,4
891037628,564,830,5
888636062,494,1198,4
882403587,888,187,4
891038137,391,293,4
893218420,794,197,5
883389580,441,169,5
878955598,212,97,5
888635202,494,229,5
878922422,761,455,4
886743253,756,348,4
880888972,393,214,5
880603881,243,645,4
882548645,456,52,4
886480288,386,132,5
891227299,612,11,5
885605794,641,440,5
889214306,104,282,4
886030805,536,463,5
877758001,335,48,4
879428406,874,589,5
877655145,385,816,5
891987824,916,1056,4
880740437,378,208,5
877325687,706,723,5
875981190,42,199,5
887745303,326,640,4
879440318,320,483,4
880604252,243,99,4
880475043,576,636,5
875921442,917,69,4
881105373,291,55,5
886272486,250,976,5
884293309,664,420,5
880568094,665,645,4
891496979,362,972,4
884035686,670,238,5
881107155,408,467,4
879524849,150,57,4
891227299,612,313,5
891191334,932,614,4
875428765,489,1082,4
875410178,296,178,4
875972381,768,464,5
891633028,228,339,5
887136083,449,509,5
885595846,540,222,4
880087996,388,410,4
879795813,714,516,5
887928498,473,69,4
881012728,116,754,4
875636033,4,88,5
886182555,729,467,4
879459087,856,672,5
888178129,505,732,4
875982337,471,1323,4
879995461,709,707,5
879441313,384,22,5
877398855,390,500,5
892845926,410,516,4
892776650,550,161,4
884493862,698,171,4
892039556,218,851,4
879439960,414,469,5
876690049,366,756,4
877196384,330,68,5
884472743,933,534,4
881371766,455,917,4
875323241,23,91,5
876869445,371,620,5
874954814,296,294,5
880180122,887,588,4
882145400,68,179,4
889737654,63,97,4
887249482,240,282,5
879460028,478,460,4
875747010,62,731,4
893212895,415,99,5
882956102,591,730,4
879365497,886,270,4
884882664,647,185,5
879448426,384,1033,4
875287720,467,150,5
879119311,13,466,4
877098222,372,201,5
880737861,620,990,4
884366066,310,484,4
874984832,341,120,5
886523735,347,739,4
889964121,506,328,4
881605587,667,362,5
874829258,754,576,4
881952599,633,335,4
887831273,503,303,4
876769212,935,121,4
877888613,9,269,4
874956515,710,576,4
891696782,881,541,4
883195168,848,474,5
891193013,932,68,5
877886911,9,11,5
893218765,794,148,5
878089975,663,483,5
891295230,277,284,5
877399486,390,191,4
883702552,522,998,4
884368643,647,208,4
891369554,649,482,4
891438004,90,296,4
879361003,717,159,4
888602742,33,288,5
877138024,719,191,5
874786517,275,6,5
885828773,480,496,4
879617531,534,63,5
881372849,455,182,4
874953769,129,219,4
880844332,914,170,4
880672782,756,245,4
891307494,617,97,5
875982560,471,905,4
886317511,378,180,4
879439021,783,49,5
891189879,932,234,4
888466614,755,227,4
876699652,415,129,4
892685657,675,339,5
879195783,925,37,5
877103320,866,0,4
888020827,756,311,5
874984002,341,282,4
880117719,628,280,4
884663379,57,168,5
888522754,681,564,4
887660650,449,722,4
880924188,605,94,4
885350045,396,105,4
882140552,12,60,4
883712282,725,397,4
878955501,212,154,4
884294611,664,55,5
876524869,663,82,4
882843272,784,213,4
880087695,388,373,5
879363253,496,382,4
891384065,89,517,5
885848559,270,68,4
883764378,394,160,5
891282808,584,13,4
881654635,346,16,4
891224864,615,338,4
882376803,449,165,5
887063696,836,121,4
884673780,919,171,5
886395350,457,583,4
884131515,434,205,4
878737789,868,455,4
888082612,223,212,4
874963594,620,54,5
886394730,457,123,4
879640036,927,11,4
890024325,587,715,4
891447037,642,505,4
883530742,464,466,4
891031724,590,428,4
884673843,919,130,5
881975118,756,206,5
891013859,312,235,4
887978234,813,616,4
891447931,268,132,4
876960824,521,132,5
875373470,917,97,5
879466491,302,176,5
881696124,803,1108,5
891262561,624,282,4
880045652,377,426,4
882374059,449,516,5
886514168,173,121,5
876675152,687,106,5
875306430,278,418,4
882396489,449,379,4
891209364,838,601,5
883415418,803,426,4
888300680,660,167,4
886187414,729,474,4
879448399,614,516,4
874873374,505,96,4
883864739,540,27,4
886441083,387,181,4
889133429,749,41,5
884130014,199,1161,4
891957012,602,379,4
884315066,735,421,4
879796046,714,212,5
877135944,100,49,4
887738509,307,238,4
876689418,366,319,5
881085964,524,14,4
883524249,184,220,4
880056761,377,379,4
888294805,896,305,5
879875930,325,593,4
882141458,12,191,5
891309767,764,1080,4
878956263,212,129,5
880854083,315,99,4
884141015,200,1187,4
891031144,901,464,4
892859148,531,226,5
886030707,536,313,4
879434860,369,593,4
888206094,58,550,4
891400188,38,298,5
883108360,207,423,4
875246632,220,32,4
891700881,279,1279,5
891033857,833,231,5
880037702,71,171,5
880614449,388,498,4
884366397,310,223,4
886176135,118,309,5
891445389,488,240,4
877545356,542,158,4
887136016,449,1230,4
886131547,641,94,5
879520813,193,428,4
892840120,909,393,5
891385652,89,645,4
874805860,290,49,5
891385039,89,453,5
891477980,324,134,5
882470064,449,841,4
879875203,325,182,5
888205714,58,662,4
879992030,895,454,5
881109019,408,518,5
884550048,22,472,4
875810543,91,156,4
888639939,745,638,5
889739517,63,182,4
882385399,428,1056,5
891191027,932,408,5
876537577,879,487,4
879542389,150,719,4
891384754,89,95,4
891295023,487,457,5
892679067,55,231,4
884239744,96,205,5
888067307,48,99,4
880474311,576,173,5
883263374,249,176,4
877225239,429,299,4
887831273,503,284,5
876539448,879,432,5
892783711,550,715,4
879524394,150,496,5
879641533,580,504,4
876961190,521,481,4
880498990,97,506,5
879445522,405,133,4
887646980,798,296,4
886274124,345,379,5
879793358,623,944,4
887165802,455,254,4
880129421,17,352,4
887139844,449,1006,4
875965035,713,179,5
875410100,296,207,4
882151690,255,990,4
888887128,862,129,5
874785957,22,78,4
882157084,539,289,4
879455143,375,271,5
880524943,378,27,4
885604187,641,389,5
883354992,570,473,4
876244991,762,68,5
882814333,852,168,4
886271541,250,284,4
878176047,54,269,5
879821299,314,642,4
891392238,871,296,4
884129567,199,537,4
891904335,10,132,4
879576570,75,827,4
891282808,584,696,4
876695819,637,235,4
882109250,823,320,5
879948869,552,99,5
889717102,868,215,4
878848069,747,78,4
879693608,389,952,4
875296104,278,990,4
882374497,449,69,4
891448147,488,866,4
877131685,899,94,4
881107666,408,455,4
880568063,665,469,4
879535559,731,289,4
883789042,616,420,4
874834481,290,243,5
879436396,557,18,5
880584534,868,577,4
888451908,599,556,4
887916692,331,118,5
878696619,813,1149,5
881975687,756,196,4
892738307,166,95,5
879196748,94,538,4
892530752,805,621,4
877808319,533,949,5
882607986,591,823,5
886186940,729,420,5
880659302,769,402,5
887745937,392,598,4
881130008,393,180,4
891284016,584,499,5
875963693,713,643,4
880756401,823,269,5
888633311,872,639,5
875309583,267,180,4
883599354,5,523,4
877099048,372,633,4
884062671,585,158,5
876404689,342,1001,5
879874629,485,234,4
887926436,473,626,4
877399018,147,402,5
888636373,531,497,4
877819761,293,23,4
889428642,368,870,4
879470274,384,517,4
886452583,173,55,5
879701326,426,952,5
877098437,372,206,4
886381635,343,734,4
886483098,386,81,4
891037385,391,264,5
879303468,211,282,4
875050865,868,22,4
875726730,397,639,4
891197561,659,868,4
887745501,392,941,4
874786974,22,517,4
879270677,121,707,4
889416570,431,745,5
879572725,248,134,4
878585685,454,0,4
884673724,919,647,4
891044304,547,99,5
875244558,220,278,4
880952271,578,191,5
874873198,505,588,5
885547447,404,1003,5
875038888,831,713,4
875319991,341,188,5
874775185,118,613,4
881107329,41,191,5
885921577,938,312,4
875971612,768,328,5
879428354,874,184,4
891636192,610,854,4
886397541,457,616,4
877891747,9,459,4
879446684,405,421,5
882139495,12,423,5
876404464,342,171,5
883354106,717,8,4
889181047,238,195,5
878951576,356,118,5
875975717,42,313,5
883278844,697,254,5
884304812,57,31,5
882360124,535,1012,5
884882916,647,621,4
891034956,792,147,4
891250746,930,165,5
874873374,505,7,5
875745631,397,595,4
883348269,716,296,5
887043421,846,161,5
885604299,641,169,5
891698832,311,88,5
887737243,307,132,5
884197068,295,637,4
879693461,389,282,4
891638601,889,123,5
882607955,591,147,5
888549622,231,55,5
881107117,408,113,4
875244633,220,246,5
878847328,747,467,5
877103248,866,207,5
882426644,566,31,5
877109932,537,472,5
891033718,833,387,5
875640294,91,99,5
888177040,286,341,5
888888937,862,192,4
882813691,852,472,4
880177906,887,166,5
885548785,404,98,5
881650467,565,373,4
880140855,436,29,4
882677183,875,59,5
879304941,860,767,5
886483048,386,88,5
884130484,199,385,4
880416340,892,134,5
887564613,654,636,4
883352494,588,306,5
882669851,621,173,4
883326566,59,49,5
876695917,637,512,4
876347148,600,444,4
877196702,330,677,4
879435598,904,462,4
891495143,362,426,4
888103407,143,309,5
888540507,771,63,4
879787226,445,242,4
882347653,349,173,4
874790903,275,715,4
891462829,765,1030,4
882216178,449,335,4
879467895,302,1133,4
879524738,150,450,4
891440214,648,144,4
891384020,89,599,4
887741526,307,253,4
891904637,10,712,4
875050801,868,468,5
886184682,729,476,4
879524974,150,65,4
887925916,473,506,4
891382163,89,307,4
879439137,783,68,4
891904968,10,367,4
879874939,485,973,4
884133161,434,223,4
878849259,747,459,5
880086971,388,46,4
886031149,536,455,4
891354225,829,733,4
885075337,744,397,4
887040159,846,213,5
886323378,304,60,4
875723266,513,1387,4
876350583,600,227,4
883765386,394,253,5
875506634,206,312,4
888733537,745,93,4
875463551,513,67,4
885941412,29,310,4
876699903,415,3,4
880937876,373,38,4
888904927,292,148,4
879524174,150,1032,4
891722882,93,801,4
887864204,653,94,4
877106773,372,205,4
876767572,159,289,5
880935294,53,6,4
882076334,300,94,5
882590886,621,399,4
878738435,424,88,4
876869238,371,846,4
891280842,720,6,4
878847888,747,428,4
879617977,534,579,4
879439645,589,272,4
877655028,385,23,4
892686459,675,171,5
880056701,377,414,4
879618743,534,460,4
885807484,560,153,4
888538350,499,108,4
885075337,744,67,4
891547334,333,507,4
891446623,488,1392,5
877893021,9,488,4
877355472,179,904,4
891249710,930,208,5
875721989,835,270,4
891033606,189,298,5
891548859,222,290,4
888633311,872,352,5
882385934,428,901,4
879848645,707,566,4
885046244,327,178,4
877663185,232,618,5
880952496,598,1208,4
879438225,337,592,4
891033044,338,487,4
879524536,150,480,4
883216245,254,245,5
892784130,550,744,5
876407006,342,691,4
878148425,605,280,4
891035111,558,54,4
883352600,588,290,5
879647519,416,170,5
879466604,302,496,5
892079288,233,453,4
883708895,725,402,4
878347874,43,509,5
875979562,471,893,4
880572721,108,171,5
879532804,466,284,4
886890342,156,144,5
888632057,872,301,4
880355845,359,510,5
879820961,314,191,4
882843753,784,195,5
886724873,433,115,5
882385902,428,397,4
882384821,428,494,4
893048562,794,703,4
877147383,719,1027,5
882140206,12,632,5
880086755,388,175,4
887832043,503,287,4
875462867,513,133,4
885921710,938,188,4
886179040,729,167,5
884901093,343,677,5
887297923,471,665,4
879438072,502,134,5
876823266,517,1009,4
880871359,786,647,4
886030831,536,485,4
884534735,247,829,5
884494976,317,1111,5
879959635,11,70,4
877137015,100,118,4
884035907,151,217,5
882140252,12,648,5
888633522,494,417,5
891455049,920,253,4
888333219,73,309,5
891032296,400,108,4
876311319,81,444,4
882152914,255,465,4
880245145,215,193,5
891273809,383,296,4
874725386,258,173,4
879138784,153,469,5
877984734,129,266,5
885807173,560,592,5
891250584,930,55,4
876539291,879,227,4
887646423,798,118,4
892053747,644,659,4
879867263,880,193,4
891439302,90,189,4
879467131,302,91,4
879111057,454,194,5
889174904,275,907,4
883767704,507,151,5
884129468,199,432,5
883711874,725,1,4
879443993,802,891,4
887064825,836,272,4
876267014,401,269,4
892696291,380,175,4
875721548,397,588,4
887745883,392,11,5
891035278,410,55,4
874828640,754,95,4
882141659,12,164,4
886832134,934,294,4
891026028,732,118,4
878887157,21,393,4
884992998,344,80,4
888638091,745,284,4
884293523,664,169,4
880952357,598,939,5
887039271,846,183,5
879366214,63,0,4
885605932,641,380,5
877385590,462,19,5
889180578,238,486,4
882995625,498,296,4
878089921,249,583,5
879364744,851,296,5
884131822,434,95,5
880570112,661,579,4
874873847,505,227,4
880117747,628,386,4
883948417,844,194,4
879991493,895,459,4
879572167,248,417,4
878870846,212,23,5
891290565,515,306,4
885848616,270,195,4
876013492,660,206,4
880388322,921,1208,5
877098979,372,634,4
888333194,73,268,5
883953665,42,310,4
884290676,664,14,4
882396955,12,659,5
878850748,747,1172,4
886568429,641,772,4
891359317,168,589,4
879434886,47,167,4
875981159,42,933,5
877103757,866,885,4
880484937,229,183,4
882956718,591,96,4
886442062,387,318,4
881654301,346,459,5
891450273,642,387,4
891725410,93,341,4
887038665,118,141,4
892783212,550,667,5
891725332,93,636,5
883879556,606,134,4
892135347,6,570,5
882592103,621,55,5
879362858,496,387,4
888887502,862,10,5
875379322,66,120,4
891544707,333,271,4
877098643,372,488,4
891986820,916,692,4
879441881,384,500,4
891397366,702,589,5
892839719,909,640,5
879517994,294,819,4
879695420,847,618,5
888098170,331,242,4
876374419,232,370,4
879451626,752,291,4
891369890,649,231,4
893119415,531,7,5
885135881,505,538,4
879440974,360,690,4
880869945,786,312,4
880139526,665,179,4
880140325,436,55,4
888333542,73,497,4
883602422,5,129,5
891299574,262,85,4
881453481,105,572,4
879454950,502,667,4
887737194,307,8,4
877136506,100,144,4
878955474,212,189,5
889831222,724,24,4
879722718,906,472,4
888906536,292,570,4
878184113,221,152,4
889403843,218,212,5
888517416,681,69,4
884129823,492,851,4
881977872,756,667,4
875504118,206,191,4
879441308,320,692,4
888522894,681,756,4
879975613,559,194,4
881451199,105,570,4
891013803,312,231,4
875802173,129,65,5
886030831,536,420,4
881374767,455,568,4
891548675,222,328,4
885807842,560,588,4
891189761,490,870,5
888630086,531,152,4
883710347,725,67,4
876525963,663,505,5
891293606,487,290,4
891036809,807,282,4
885349999,396,417,5
891410082,196,780,4
880055921,377,474,4
879517010,294,313,5
877532204,285,100,5
886271920,250,199,4
879197652,94,175,5
879538021,138,299,5
875707746,318,328,4
886890835,156,1013,4
884049876,74,836,4
880131474,17,140,4
881105442,291,200,4
879441412,802,205,5
892610692,794,309,4
891544070,213,184,4
887864230,653,186,4
875961998,713,49,5
882426740,566,22,4
886282959,84,495,4
877974857,669,219,4
876231777,553,114,4
876767023,159,99,5
878846978,747,49,5
885605095,641,255,5
891036003,929,673,4
891628483,252,170,5
879362183,7,55,5
880078521,865,0,4
877137358,719,327,4
892696209,380,688,5
878695092,813,88,4
879877284,325,380,5
882049973,256,1111,4
888519260,681,374,4
891036707,850,114,4
891295164,277,527,4
891032737,338,514,5
879535338,731,18,5
879370365,640,206,4
883531333,486,125,5
882829050,151,7,5
882955543,591,88,4
881107817,408,632,5
891388475,120,0,4
879617856,534,201,5
888205228,58,86,4
881650405,565,22,4
875322758,23,969,5
888105472,143,617,4
878143047,605,246,4
876537870,879,510,4
879218418,64,97,4
885681886,525,733,4
882361066,535,224,5
883530133,464,188,4
878951537,356,123,5
889401432,163,661,4
888518639,681,178,5
886812980,527,106,4
884133819,434,778,4
891545950,333,180,4
882359838,535,398,4
879458941,631,128,4
882384603,428,124,4
889554707,392,312,4
880117565,628,456,5
878940890,845,718,4
891030189,312,398,4
888889035,862,61,4
881652377,346,219,4
883364143,475,423,4
882425873,566,131,5
882074408,300,99,5
876525998,663,191,4
876251287,129,893,4
889760803,396,269,4
884486732,678,27,5
887820171,326,225,4
875681145,306,150,5
881453318,105,58,4
891192778,382,648,5
889907771,183,19,4
874793848,819,96,5
888605273,230,889,5
875746917,62,258,4
891224558,615,299,4
889911007,709,878,4
891438583,90,260,4
890454351,260,334,5
879969484,412,497,4
890004879,510,267,5
879795762,714,484,4
886395758,457,520,5
878183616,221,76,4
888549595,231,570,5
886959344,8,600,4
891310650,764,214,4
874965093,620,413,4
885479212,379,516,4
880470258,576,118,5
883612356,43,290,4
888685734,654,472,4
881432965,136,14,4
879541207,493,235,5
884814480,343,24,4
888887437,862,187,4
880388426,921,449,4
889739975,63,1087,4
878944379,273,314,5
891350900,6,603,4
878955442,212,500,4
878695490,813,30,4
874786366,275,290,4
884636416,523,458,4
886031297,536,205,4
891436543,214,506,5
886523710,347,403,4
879467574,302,225,4
875963387,713,469,5
886533068,541,40,4
876547575,329,1006,5
883709797,31,264,5
891384516,89,470,5
877098568,372,14,4
882823301,177,326,4
884294772,664,153,5
879572668,248,132,5
879465566,186,636,5
880936863,926,162,5
877122208,306,1065,4
891388210,120,97,5
891032956,773,322,5
879875069,485,915,4
879304484,860,509,4
875966320,910,235,4
891018435,739,175,5
879455254,271,11,5
877099178,372,208,4
889651029,285,349,4
879441307,88,14,5
879283333,306,129,4
878855818,446,472,5
882826514,177,94,5
876546033,329,576,5
882139937,12,823,4
882622481,695,241,5
877196633,330,1056,4
875743563,267,151,4
879793897,261,64,4
885921219,938,352,4
875979241,775,242,5
882064041,708,132,5
891193210,382,85,5
877441985,179,1085,5
879111616,454,95,4
887738226,307,444,4
891961663,849,269,5
880159562,905,117,4
874792436,275,1,4
876697561,733,254,4
890979199,275,872,4
879455710,14,178,5
885870665,93,185,4
875310311,267,206,4
874786568,275,124,5
880405927,607,10,5
879735678,902,276,5
891628632,774,184,4
875349530,736,6,4
875310031,267,96,4
878542075,0,226,4
891309947,764,618,4
882393801,456,821,4
883108398,207,208,5
879535368,731,13,5
884036846,670,87,4
880672321,756,307,4
879443341,841,214,4
892738277,166,600,5
879521088,193,183,5
874954541,296,49,5
891309514,617,373,4
878847804,747,588,5
875980306,775,202,4
882607476,591,328,5
888634896,494,373,5
882396799,456,636,5
879443174,841,659,5
891035355,792,281,5
881650030,565,207,4
880140892,436,592,5
887135610,298,342,4
874790903,275,676,4
876538796,879,554,4
889122950,192,733,4
879793511,623,943,4
879012647,450,319,4
