uid,sid,rating,timestamp
13,219,3,879527264
15,220,4,892334543
19,221,4,887740700
105,222,5,891447773
135,223,4,891721889
87,224,3,875310824
79,225,3,891390477
128,45,5,884196921
151,226,5,877544218
15,227,3,892079140
141,108,2,888465972
21,228,1,892434626
105,229,1,891456255
31,230,4,891353444
15,231,3,892078343
121,101,2,876197645
99,232,3,882922661
22,233,3,888801465
46,234,4,890704999
152,235,5,882165296
153,236,5,891299752
2,234,3,880605697
61,237,4,875314001
154,93,4,883956189
103,238,2,880309089
104,239,5,879528710
155,240,3,880579371
37,241,4,879641067
143,242,4,888106106
156,16,3,889737542
90,176,2,875653665
55,243,4,878181739
87,244,3,875310745
54,88,5,888905550
24,245,2,876861185
101,230,5,879454956
157,246,5,886432749
158,247,3,881260203
78,44,4,878870518
136,248,2,874786926
97,249,1,878962955
14,250,4,875086354
64,251,4,878089963
33,252,3,884114275
16,253,3,887038665
34,20,5,875334088
75,138,3,880245642
159,90,4,880434463
46,254,3,882774224
9,46,5,875806672
160,255,2,881009697
58,218,3,891904214
161,256,2,879216672
113,257,4,879517412
105,258,2,891451610
77,259,2,881705026
64,260,5,878089921
162,18,5,881433689
33,261,2,884112077
163,262,4,882049932
164,73,4,891679939
107,58,4,891438875
97,263,1,878961586
122,264,5,893264301
91,45,4,887431883
11,265,4,879468375
18,266,3,879737314
131,267,4,879465242
55,268,2,877563913
115,153,4,892668197
54,269,3,888906655
165,191,4,890595859
11,270,3,879544791
166,271,4,884402860
41,272,3,880037334
44,273,4,881171009
31,194,3,891352178
105,26,5,891457067
41,274,5,880036515
122,47,4,893266205
18,183,3,877618584
72,111,3,886121516
109,275,5,884129962
46,205,4,882397650
4,17,3,884183063
8,276,4,879376178
35,277,2,884923505
134,278,5,880934806
23,279,3,875747688
58,280,3,891904596
90,281,4,875653723
167,282,3,879362356
11,84,4,879468459
152,283,2,882164603
41,284,3,880036854
168,285,2,889402389
160,286,4,880125101
96,128,4,888103872
89,151,3,874953794
104,236,2,879524293
169,64,4,881014015
170,203,3,889123257
30,287,4,889174849
15,288,4,892079140
149,289,1,874951293
54,290,3,888905229
72,291,5,886123656
32,292,5,877886722
19,49,4,887736584
171,293,4,875246759
172,294,4,883681514
87,295,2,876518557
155,296,3,880572642
67,297,3,884208173
173,298,4,880484286
116,299,4,881368891
15,300,3,892335501
63,301,4,891382309
170,302,4,889124890
174,29,5,879966839
2,223,4,880606634
28,64,3,886890787
16,70,5,874781742
149,175,2,874951382
175,140,4,888605273
176,303,3,891700453
177,75,3,886374129
26,304,4,882078228
63,259,2,891382392
119,278,3,888203053
135,305,4,891721462
89,306,4,875216933
88,307,3,891352136
73,303,2,884714249
8,308,4,879373613
30,10,3,874791871
178,212,4,889070087
19,309,5,887737293
179,310,2,884050393
105,311,4,891447062
55,235,3,881059677
79,312,3,891390544
105,313,1,891448072
46,314,4,882141924
105,169,4,891448800
180,315,5,889179253
181,316,5,888513447
92,21,3,892679460
113,317,5,879519556
65,316,2,885848102
55,318,2,881059117
32,158,4,877892210
1,319,3,878887112
73,320,1,884714492
105,25,1,891449406
7,27,5,883600680
50,321,4,879988184
4,140,4,884125629
182,322,1,881703044
183,107,1,879633567
184,84,5,875384647
185,323,5,879297545
186,324,4,891034835
187,258,4,884151119
30,325,4,874790826
2,326,2,880607205
188,0,5,883888671
8,65,4,879373008
30,327,4,874792907
189,137,4,876504354
55,132,3,878183043
176,240,5,891700751
92,328,4,892683275
57,13,5,881105817
91,136,5,875072442
46,329,4,882397582
190,330,4,877556988
93,331,1,879455311
191,332,4,883524249
2,333,4,880604077
52,82,4,882826915
52,278,3,882823833
20,334,3,880572658
15,335,3,892333865
102,175,5,884238887
155,144,2,880563471
160,103,5,880124306
89,336,3,876252497
72,337,4,886123530
94,338,3,875506839
35,339,2,884923372
60,340,4,879876702
132,50,3,877135677
90,106,3,875654798
78,137,1,878955115
90,341,2,876175582
43,342,5,881105561
35,343,4,884922831
192,229,5,878945579
193,344,5,875072583
194,345,3,890116254
170,253,4,889127921
143,210,4,888105940
63,346,5,891383866
83,347,2,875635723
167,313,5,879362183
30,241,4,874792547
55,348,5,878183043
41,349,4,880035887
91,350,5,889751711
19,351,3,887741461
195,123,4,879525778
109,172,5,884129542
15,352,4,892336358
2,353,4,880606243
196,123,5,883108324
153,77,4,891298336
197,107,4,891732335
61,354,4,892864663
198,324,4,888550774
148,207,4,888065432
1,250,4,878887227
15,152,4,892078890
49,73,3,891548959
93,64,3,879456204
135,355,3,891722678
31,356,5,891352010
87,258,2,875744501
106,357,5,877717956
90,44,4,875640800
92,358,5,892679308
15,143,3,891227851
176,359,2,891702486
116,360,3,881368302
12,361,4,879270511
77,362,3,880838306
74,363,2,879790874
113,341,4,879518319
113,364,4,879518279
33,365,4,884112800
199,366,3,888705966
200,316,5,880557539
126,343,2,880134532
54,367,3,888906070
73,212,3,878768882
30,140,5,874786488
103,368,4,880308256
122,45,5,893264466
55,30,4,878183684
56,369,3,878970681
201,111,3,887855087
97,264,1,878962675
46,370,1,882142057
5,259,2,891628883
57,371,3,881108548
14,372,5,874835165
87,81,3,875742822
15,309,3,892334680
202,373,3,882820803
194,374,5,890116575
126,375,3,880133116
203,342,4,888185947
95,376,5,888550130
68,349,5,884287927
204,46,4,880915258
205,373,3,884584426
206,377,4,889655162
129,120,3,884752562
63,378,5,891383319
207,379,5,879023663
71,368,5,878347915
184,380,5,875385198
31,342,5,891351624
57,316,4,881106072
77,2,2,879454782
129,4,5,884732407
92,255,4,892911290
150,141,1,891409564
63,161,3,891382121
113,381,4,879517062
96,145,4,888082495
171,382,3,875246662
85,383,1,883601089
94,152,5,877124871
189,384,4,876504442
13,120,3,879521474
135,224,3,891722933
17,385,4,892738277
97,386,1,878962675
134,207,4,880928519
97,387,2,878962997
9,388,4,877531537
112,389,4,892242403
208,390,2,884365357
90,369,5,875640679
149,391,1,874951798
2,282,1,880602264
204,392,2,880916070
71,115,5,878348289
2,193,4,880606043
91,223,4,878542441
18,12,2,889502756
135,393,3,891723883
9,394,4,877533058
180,98,5,889181247
75,357,5,880245145
53,369,3,886472369
8,343,2,879376483
52,85,4,882826982
13,332,4,879522819
87,395,3,875745160
193,43,5,875072674
30,111,4,874786366
126,139,4,880135069
100,126,1,891170745
6,396,4,886323937
209,397,3,879439078
156,398,4,889739212
144,197,3,891560753
119,399,5,888204997
140,103,5,882027109
32,400,3,877888944
149,401,4,874951382
70,402,4,884304328
13,403,3,879549996
120,294,5,875076827
190,73,5,877557028
20,404,4,879196354
106,257,5,877720733
119,107,4,888206809
208,396,3,884365075
43,405,4,881105516
210,406,4,891271545
206,325,5,889655619
101,381,5,892836309
11,407,5,879468547
53,408,3,886474396
211,409,1,883217030
141,410,2,888442275
63,411,5,891383912
61,412,1,875297433
9,114,4,875807004
55,300,3,878183565
118,374,5,875239383
57,63,3,881108873
89,334,4,875801778
155,413,1,880563641
173,55,2,880485726
111,131,4,882157285
22,44,1,888801316
141,414,4,888465201
149,415,5,874951695
86,416,5,880129628
212,175,4,885852817
69,146,3,886989501
213,27,5,876955868
81,57,5,876974133
103,417,4,880307940
174,82,4,879968029
6,418,4,886323525
133,419,2,889912691
9,420,5,877532470
61,421,3,888465209
152,7,5,882165103
171,126,5,875245462
214,422,3,879013617
215,423,2,891042938
33,424,5,884114471
216,140,5,878746685
201,373,3,887854726
45,71,2,879669401
143,278,4,888104122
155,379,4,880578814
77,425,3,879455021
78,166,3,878955973
55,92,1,878184290
49,172,3,891550649
139,426,4,891435704
157,427,5,886432989
121,234,3,880314383
81,278,1,876974198
87,428,4,876513830
24,226,4,876858346
217,104,4,878019342
83,429,1,875636493
38,65,5,885678724
198,430,5,888552084
43,402,4,881104148
41,153,4,880037203
77,138,3,882813248
103,113,5,880307072
90,431,2,886443708
31,432,3,891351772
60,156,2,879876813
34,433,4,875334340
91,434,2,878542201
15,345,2,892079538
55,435,5,878184113
218,181,5,875322758
31,150,3,891354639
73,165,3,878769410
100,152,3,891170824
92,436,4,892683275
31,437,2,891353357
188,165,4,883889102
61,438,5,875296891
19,439,3,887738151
127,165,5,875271896
177,266,4,886372527
71,440,3,878347818
219,108,4,891015319
220,20,4,877019411
150,441,4,891409070
61,442,3,875298314
180,443,5,889181015
191,384,5,883526288
221,220,3,888625754
141,99,2,888465739
135,123,3,885870665
150,444,5,891409839
176,20,4,891700426
91,108,3,874965739
96,428,1,888103729
11,445,1,879543831
47,446,4,883327734
67,161,4,884204501
180,447,5,889178887
7,145,3,883601277
114,448,4,876374419
77,306,4,882995615
69,449,3,886988574
133,222,3,889908462
33,60,4,884112201
115,450,3,891544465
55,451,3,878182589
61,452,4,875314144
178,274,2,889070109
77,453,3,879828720
46,454,4,882141727
13,128,3,879527421
196,455,5,883108476
155,456,3,880572950
173,120,4,880484523
119,457,2,888204466
219,458,3,891014373
187,459,3,884151344
8,274,5,879375169
67,25,3,884207833
161,460,4,879217509
157,368,5,886514261
63,308,5,891383241
89,461,3,880396702
185,41,5,879297965
217,197,4,883295500
89,462,4,876251160
105,270,1,891456350
9,463,5,877532965
31,464,3,891354217
92,175,5,892679439
10,465,5,887730676
180,402,5,889180446
37,466,3,879572284
135,467,2,891723706
76,369,4,883452307
121,223,4,880314031
222,468,3,879858003
14,469,4,875086354
101,70,1,892836623
187,470,4,884068521
208,402,4,884963365
26,471,4,882076146
223,72,5,880149074
121,148,2,875154535
67,19,2,884206513
2,147,4,880608037
104,338,3,879542688
224,74,1,890286933
65,472,3,885849419
225,473,3,879283385
212,176,3,885852301
54,262,3,888904653
179,474,1,884050661
46,140,5,882140354
94,475,2,877125350
219,379,4,891016220
143,460,4,888104191
193,115,4,875074329
127,476,1,882182634
41,25,4,880037418
103,85,4,887665549
97,477,3,878963086
155,221,4,880581344
94,478,3,876198301
112,479,5,890881557
226,480,2,883512658
48,117,5,883698495
227,481,4,886047442
5,243,4,891628501
228,389,4,885328991
229,47,4,881452685
8,7,2,879374640
14,482,4,875086920
76,483,4,883452711
54,484,2,888907527
94,297,3,875991047
13,288,4,879520813
118,485,5,874954260
97,162,1,878961749
58,214,4,891904300
19,486,4,887737647
118,25,3,875239018
60,487,4,879877008
64,465,2,878091682
167,406,5,879362124
207,488,4,891719774
230,344,4,891699426
107,489,3,891438351
83,490,1,875721432
14,319,3,875086534
231,144,5,877107640
127,491,2,875272833
30,100,5,874792907
103,267,5,880307751
22,492,3,888803537
232,76,1,881371140
8,207,3,879371909
87,114,3,875742647
94,150,2,877822854
219,493,5,891015049
9,371,3,877532173
61,281,5,875296435
30,4,5,889174904
8,486,4,879373821
23,40,5,875747319
106,456,5,877719333
118,404,2,875239914
77,64,2,879452769
57,27,4,881106711
11,494,4,879484981
192,406,5,878944679
141,495,3,888442436
135,496,4,885873006
133,27,4,889908539
54,497,3,888907527
86,498,3,880130764
178,499,1,889070011
109,254,4,884127082
128,175,5,884196640
31,200,3,892133739
0,333,4,881251728
140,49,3,882145465
41,248,4,880036747
152,437,4,882152471
174,274,4,879967225
215,476,2,891625949
73,99,1,878768741
156,500,3,889739539
149,397,4,874950889
67,91,3,884208173
233,213,3,881197771
10,325,4,887730589
126,501,2,880134296
234,502,3,888407741
179,57,2,884050309
18,503,4,877877649
26,504,2,882079446
91,256,4,875072125
168,113,4,889401906
166,184,4,884402860
14,65,4,874833827
31,6,5,891353892
7,505,4,883602212
235,506,3,879727153
115,108,4,891543241
133,507,4,889909691
236,8,3,879543487
13,198,1,879524216
20,475,4,879196231
21,508,1,892433660
1,38,3,878888025
74,509,3,879793715
85,140,5,883601425
149,360,1,874951054
97,510,1,878962278
74,76,3,879791948
237,207,5,888180227
238,125,4,875028123
239,511,5,877888346
46,512,3,882397502
11,482,4,879483510
106,206,2,877717833
213,218,5,876954927
240,108,5,884535433
101,152,5,879454309
87,513,2,875743978
14,51,5,874833668
180,77,5,889178798
93,514,3,879455166
135,434,2,891723807
241,206,4,882848925
49,367,3,891550684
127,515,3,888396967
176,229,3,891700925
225,516,4,877123315
32,517,5,877888613
136,161,5,876785704
193,57,3,875073648
184,396,5,875385007
35,291,4,884921794
13,466,3,879522917
135,518,4,885873423
12,408,4,879270769
74,181,5,879793022
242,0,3,879138235
49,519,3,891550067
103,520,4,880308690
89,79,4,877984546
157,221,5,886513729
152,521,5,882164231
119,109,4,888204349
100,281,1,891171174
2,435,3,880607489
64,248,4,878091818
154,10,3,883956468
165,286,5,890595636
57,522,2,881108815
102,523,5,884239744
145,107,3,891206450
55,524,2,883816184
204,61,5,880915942
195,525,5,879525987
227,397,5,886047292
243,526,1,889237269
71,51,4,878341343
215,108,4,891033697
202,179,4,882821942
135,76,4,885870231
11,527,1,879543418
244,528,5,885412840
13,191,4,879521856
126,518,4,880134261
92,415,4,892679067
97,529,1,878962240
115,262,4,891543227
193,77,5,875073128
70,348,5,884305353
4,63,4,884183406
53,377,4,886472400
106,69,5,877722736
104,530,5,879524199
97,531,1,878963305
127,461,3,875272195
109,362,5,884128499
240,8,3,884535840
104,308,5,879524368
69,153,3,886988449
6,130,5,886323068
207,532,3,879023571
115,479,4,891544414
230,167,2,891699491
91,175,4,878873388
237,107,1,888179833
173,100,4,880484587
92,533,3,892679374
135,534,5,891725332
245,535,4,888284710
112,76,5,890881294
30,536,3,880913705
103,537,3,880307140
55,538,3,881060155
83,539,1,875635807
128,540,5,884197330
86,136,3,880130515
46,541,5,882139901
60,267,5,879875734
32,414,5,877889186
97,73,3,878961227
136,542,4,874785843
5,394,3,891628630
18,255,2,877880041
75,76,5,881432488
42,71,3,880475245
72,300,2,886122031
246,183,5,892002352
143,431,3,888104805
247,505,4,879024279
156,453,2,889740286
83,20,4,875635748
30,388,5,874787526
8,453,5,879375588
180,413,5,889178689
54,543,3,888905520
72,325,4,886123596
196,239,5,883108797
218,519,5,875322875
61,544,3,875314334
243,373,1,889237247
49,545,1,891548802
38,26,3,888469392
180,194,3,889180338
24,187,5,876862078
82,546,4,875538028
11,547,2,879544629
134,548,5,880935294
18,474,2,877878414
62,258,3,881961671
6,117,3,886324276
73,189,1,884713755
90,549,1,875660468
93,175,3,879455730
70,210,5,884304812
11,550,4,879466771
13,187,2,879551380
90,38,3,875655961
129,436,3,884752924
2,200,3,880606533
147,188,2,880130481
172,551,3,883681561
150,207,3,891409070
248,406,4,879035347
77,552,3,879829618
113,454,4,879518714
236,134,4,879544145
61,77,4,875310606
91,553,5,874965970
86,274,4,880130640
30,153,4,882659211
60,109,5,879875940
147,145,1,880131088
78,338,4,878955139
101,196,5,879454532
174,341,4,879969349
14,554,5,874871766
212,71,4,885852337
177,98,5,889225463
65,165,3,885848559
83,555,3,875635225
192,131,5,878944406
208,556,2,884366187
104,557,5,879524368
249,103,5,883782509
33,69,3,884112801
38,13,1,885679157
58,312,4,891903067
119,128,4,888206254
133,24,3,889907971
55,558,4,878183336
119,482,2,888205188
4,559,3,884126061
151,560,3,877128156
31,561,2,891352659
250,24,4,891456797
10,562,5,887736232
15,80,3,892826760
230,508,5,891712535
19,417,3,887737483
35,466,3,884921380
156,563,5,889737376
77,288,5,879454235
180,309,3,889179808
119,284,4,888205921
152,133,3,882151690
75,248,5,880245145
46,83,3,881515296
143,167,5,888105823
117,103,3,891374982
10,13,5,887730676
135,90,4,891721642
46,564,1,886304229
101,565,3,892836422
161,566,4,879217349
108,303,4,877819532
153,231,4,891299949
108,122,3,889242704
79,108,1,891388600
77,338,3,879452866
11,567,3,879542535
251,568,1,879303974
7,356,5,883601089
97,474,1,878963122
11,569,4,879467936
133,191,4,889908716
252,570,5,879436104
239,571,4,877887002
46,369,5,882397503
154,56,4,875981421
70,149,2,884305296
139,112,3,891436633
8,46,2,879371909
176,144,5,891702544
100,572,3,891170191
58,573,5,891904637
253,574,2,875459046
208,379,4,884366112
254,298,3,879434330
77,575,4,882995132
177,562,3,886373565
133,105,5,889908497
104,537,3,879543457
141,65,1,888466002
204,108,4,880915674
30,229,4,874786807
1,161,5,878886261
187,174,4,884068075
83,27,3,875720691
47,71,5,883326028
50,71,4,879989134
40,135,4,876534214
54,419,1,888905377
109,458,5,884128788
46,576,3,881514726
92,577,4,892679088
113,120,4,879516986
23,578,5,875747368
113,137,4,879517943
141,382,1,888465554
203,579,5,888185677
24,194,5,876861799
255,191,4,879376773
34,270,1,875334361
42,75,3,880473993
169,151,5,881012356
96,208,3,888082277
127,580,2,888398257
236,581,3,879543697
161,40,3,879217558
256,582,5,879454977
133,7,5,889908694
165,78,5,890595636
55,488,2,881061164
41,511,4,880036824
135,583,5,891721142
35,214,5,884921918
44,296,5,881171982
227,35,3,886047176
257,514,2,883244737
163,584,2,880496892
20,20,5,879197329
104,297,4,879524849
208,513,3,884365747
258,103,4,889214268
259,585,4,888602742
41,49,5,880037702
153,52,5,891299697
135,586,4,891722678
169,19,4,881014550
260,206,5,880864462
261,145,5,876435435
170,587,4,889126972
115,207,4,892668197
104,457,5,879525002
15,588,2,892318158
37,122,2,879640585
217,73,4,884420059
155,161,5,880562908
55,589,2,878184596
160,228,2,881011217
136,333,4,874787350
11,164,1,879543573
250,590,4,891448664
182,35,5,879949417
262,57,5,884968415
62,117,4,881961003
66,90,4,875320302
63,591,5,891383866
15,592,4,892335707
60,248,5,879877681
88,72,3,891371676
100,27,4,891171357
187,267,4,884065854
263,274,3,883498790
55,593,4,881061370
264,123,4,892513864
168,72,5,889402160
48,502,3,883696824
133,594,4,889908903
47,61,3,883327087
154,465,4,883956122
55,14,4,878184514
150,590,4,891409422
90,147,3,875907618
108,552,3,877821796
33,595,2,884113635
33,417,2,884140382
170,202,3,889127633
115,550,3,891544414
221,565,5,888625422
63,288,4,891383561
254,596,3,879434132
85,158,3,883601355
132,175,3,877136243
143,274,3,888105743
77,597,4,886282959
22,63,3,883748418
126,269,5,880134477
63,169,5,891383987
65,598,5,885848519
52,599,3,882823978
97,600,1,878963086
208,43,3,884364812
56,326,4,878971773
33,2,2,884140751
13,601,4,879521531
119,12,3,888206562
91,190,4,876892946
265,197,3,890131577
266,324,5,884103732
69,602,3,886988536
47,603,5,883326185
34,441,4,888177040
21,42,5,892432062
217,9,4,879673925
61,190,4,889326161
76,131,4,883449530
267,604,2,881547877
268,27,5,880853743
212,64,5,885853415
68,13,4,884287865
13,458,3,879521329
60,402,4,879877931
97,416,1,878962550
61,605,2,875744584
148,256,5,888068715
128,606,5,884197352
71,22,4,878347569
90,123,3,875653867
31,548,3,891354499
269,4,4,884495742
105,338,4,891446662
55,607,4,881060578
73,118,4,876311319
148,63,3,888067031
147,574,1,882142141
219,608,4,891014029
270,609,3,883717913
127,300,5,877343121
195,46,2,879525673
37,134,3,879571752
148,610,3,888068143
217,590,3,890588925
184,413,5,875384793
89,535,4,888211794
141,611,3,888465166
33,612,3,884140307
146,174,4,888640356
11,277,3,879485318
189,142,5,876503995
248,351,5,879035387
243,613,1,889236983
135,366,1,891723186
119,614,4,888206254
271,615,3,885941454
74,616,3,879794887
208,617,4,884365718
87,618,3,875743979
74,619,4,879795122
115,485,3,891542968
106,165,5,877719863
74,611,2,879790906
8,75,5,879375022
135,3,4,891725410
103,410,2,891181430
230,511,4,891698300
14,325,4,874868146
92,120,5,892737191
155,362,4,880578388
69,336,2,886989613
119,540,4,888204597
35,620,3,884922801
161,248,5,879216637
218,340,2,875323241
90,621,3,875654125
19,438,4,887739863
26,368,4,882076782
115,622,4,892668249
126,38,4,880134445
270,78,3,883717850
139,367,5,891435526
270,623,4,883717581
33,361,3,884111546
77,114,4,880581629
151,475,5,877127721
133,624,3,889910195
6,172,1,886323237
13,625,3,879524291
147,424,4,880131026
30,104,4,874786517
67,158,4,884205317
272,609,4,879880076
122,239,5,893265291
221,165,4,888626041
273,21,2,889490979
132,90,3,877136535
83,626,3,875721196
88,137,2,891372429
87,627,2,875743793
30,628,3,874792794
46,286,5,882140588
31,156,4,891354257
174,598,4,879967432
152,64,5,882150552
63,616,3,891385843
121,145,3,880314089
1,629,5,878887765
94,630,3,877822350
72,631,5,886122577
162,632,4,881432756
191,312,4,883524475
225,632,1,879114143
57,236,3,881107178
127,437,3,875271128
122,473,3,893265506
180,297,5,889179623
230,633,5,891699295
40,278,2,876533764
22,300,3,888803002
37,394,5,879641209
20,562,4,888954440
210,40,5,891271652
122,197,4,893265046
5,629,5,891628416
91,326,3,875073198
115,634,5,892668130
31,309,5,891352626
15,75,4,892333865
119,488,3,888203175
46,635,2,888779458
7,636,5,883601155
73,142,4,876311280
6,406,5,886321799
90,309,3,875654929
33,145,2,884112901
135,297,5,891720540
178,18,4,889069782
2,488,2,880605071
265,637,3,876452582
11,453,4,879467985
171,35,4,875243968
107,511,4,891439243
104,82,5,879524610
63,619,2,891384959
0,430,3,881251274
148,638,5,888066187
225,639,4,879283008
14,176,4,875087100
206,451,4,889655162
53,92,1,886474650
30,640,2,874795772
31,641,5,892132943
15,642,2,892335707
274,552,3,876789180
60,124,2,879877240
25,233,3,877052784
212,161,5,885853199
86,74,5,880130470
170,147,3,889127381
153,629,4,891298392
275,643,2,883589546
64,644,4,883263374
74,153,3,879794113
20,120,4,879196847
135,645,4,891722006
236,552,4,879543697
11,439,4,879467413
105,137,3,891446756
49,423,2,891550295
191,209,4,883526268
157,250,1,886515210
206,58,4,889655044
30,646,3,874790855
19,230,4,887737084
96,647,2,888082187
4,270,4,884183833
71,71,4,878347420
276,338,4,879821158
139,239,4,891435357
105,402,4,891446246
54,117,3,888906045
35,475,5,884922341
132,101,4,877137015
37,558,4,879572668
46,514,3,881515457
65,86,4,885844698
90,648,4,875653769
53,241,3,886473672
208,424,5,884365201
153,239,4,891299752
33,368,3,884140927
61,117,3,875296461
178,158,4,889069741
277,649,5,890454045
227,161,4,886047026
11,650,3,879544340
40,211,4,876534751
8,651,4,879373568
41,652,4,880037164
278,86,2,891037276
279,114,5,886960055
0,337,5,881251793
94,653,3,878191574
152,654,2,882164999
197,655,5,891732150
97,656,1,878962086
159,488,3,880434755
280,398,5,893097024
208,597,5,884364812
39,9,5,886272486
248,657,4,879035897
119,282,5,888206605
33,220,2,884112029
70,40,5,884304553
37,573,4,879641093
9,658,5,884583549
31,138,4,891350845
90,659,3,886443471
24,165,5,876770222
281,144,4,880416331
60,110,4,879876074
169,519,2,881013563
54,660,3,888907702
14,280,4,874868097
